-31.064297,-2462.637777,75.805064
-29.268687,-2465.533389,76.542800
-27.848983,-2467.065137,77.126093
-24.096792,-2470.581687,78.299952
-21.071574,-2472.515495,79.246380
-17.180970,-2474.655094,80.102400
-14.136131,-2475.627987,80.772333
-7.850184,-2477.397360,81.593777
-7.094670,-2477.496931,81.692507
-5.955464,-2477.615984,81.741882
0.000000,-2477.685588,82.000000
6.027375,-2477.574391,81.738765
7.094670,-2477.462008,81.692507
7.808755,-2477.373216,81.599191
14.136131,-2475.692663,80.772333
17.250277,-2474.696101,80.087151
21.071574,-2472.594770,79.246380
24.180409,-2470.632314,78.273793
27.848983,-2467.166338,77.126093
29.390277,-2465.446960,76.492016
31.404588,-2462.096317,75.663345
33.000361,-2459.114842,75.006857
34.485870,-2454.380997,74.395731
35.113798,-2452.018935,74.070550
35.230541,-2451.123063,74.010094
35.577484,-2444.062669,73.830425
35.497161,-2442.716840,73.872021
34.485870,-2436.256944,74.395731
34.325826,-2435.379938,74.461571
34.247108,-2435.141147,74.493956
31.539025,-2429.171614,75.608039
27.940459,-2423.658621,77.088460
27.884858,-2423.585381,77.111334
27.848983,-2423.551905,77.126093
22.158448,-2418.849503,78.906356
21.071574,-2418.296796,79.246380
14.411166,-2415.241309,80.711819
14.136131,-2415.163612,80.772333
13.407144,-2414.979210,80.867597
7.094670,-2413.775332,81.692507
3.559135,-2413.345448,81.845742
0.000000,-2413.377393,82.000000
-3.513193,-2413.372020,81.847733
-7.094670,-2413.848354,81.692507
-13.587667,-2415.084413,80.844006
-14.136131,-2415.222832,80.772333
-14.351874,-2415.276390,80.724865
-21.072910,-2418.279269,79.246025
-22.156284,-2418.853977,78.907094
-27.848983,-2423.501573,77.126093
-27.918175,-2423.567885,77.097664
-28.033877,-2423.726619,77.050128
-31.704930,-2429.409275,75.541857
-34.417529,-2435.757155,74.427372
-34.467045,-2435.889518,74.401816
-34.484357,-2435.965174,74.392881
-35.538916,-2443.399573,73.848605
-35.578481,-2444.883731,73.828185
-35.090228,-2451.898417,74.080181
-34.964182,-2452.691335,74.145235
-34.417529,-2454.569408,74.427372
-32.754547,-2459.504023,75.110617
-9.227939,-2377.229022,81.413732
-13.242018,-2373.847627,80.889175
-14.136131,-2369.567118,80.772333
-14.638742,-2366.458999,80.661747
-14.534955,-2365.925642,80.684583
-14.136131,-2365.365416,80.772333
-9.779729,-2360.493316,81.341625
-7.094670,-2359.330699,81.692507
-0.780580,-2357.503060,81.966169
0.000000,-2357.470311,82.000000
0.771627,-2357.508239,81.966557
7.094670,-2359.500573,81.692507
9.520131,-2360.644601,81.375549
14.136131,-2365.698914,80.772333
14.369255,-2366.023683,80.721041
14.439628,-2366.341188,80.705557
14.136131,-2368.340415,80.772333
13.068588,-2373.746557,80.911839
8.496603,-2377.655221,81.509303
7.266723,-2378.572489,81.670023
7.094670,-2378.619829,81.692507
6.702826,-2378.698864,81.709490
0.000000,-2379.083843,82.000000
-6.528871,-2378.799479,81.717029
-7.094670,-2378.682535,81.692507
-7.333788,-2378.611573,81.661259
