-71.095528,-2412.897990,40.858609
-69.939996,-2406.754144,42.678377
-69.373620,-2403.537798,43.570324
-68.820397,-2399.390315,44.441557
-69.174721,-2395.059734,43.883557
-69.915579,-2390.358392,42.716829
-70.200573,-2388.250352,42.268012
-70.951018,-2381.371466,41.086187
-70.974472,-2381.097691,41.049252
-71.095528,-2378.794488,40.858609
-71.331916,-2373.396514,40.402140
-71.344906,-2372.795087,40.377056
-71.341855,-2365.203779,40.382947
-71.332535,-2364.600938,40.400945
-71.095528,-2359.526416,40.858609
-70.940499,-2356.758176,41.102753
-70.898025,-2356.372323,41.169643
-70.051996,-2349.220294,42.501996
-69.454985,-2346.199160,43.442188
-68.624864,-2342.088088,44.749488
-67.216271,-2337.850181,46.967785
-66.323738,-2335.534211,48.132082
-62.813493,-2330.262891,52.711148
-62.513382,-2329.837072,53.038310
-57.923083,-2327.342138,58.042368
-55.439840,-2325.758421,60.310895
-52.581814,-2324.660523,62.921799
-48.613406,-2323.735837,65.951328
-46.836824,-2323.301908,67.307592
-45.467250,-2322.798454,68.173624
-40.727950,-2320.952712,71.170458
-35.571978,-2320.272013,73.831542
-34.417529,-2319.932097,74.427372
-32.413475,-2319.770744,75.250748
-27.848983,-2318.660276,77.126093
-24.927759,-2318.687913,78.039987
-21.071574,-2317.949496,79.246380
-15.803128,-2317.905514,80.405556
-14.136131,-2317.647880,80.772333
-12.786608,-2317.705650,80.948688
-7.094670,-2317.046452,81.692507
-0.946147,-2317.466440,81.958993
0.000000,-2317.361344,82.000000
0.984826,-2317.488812,81.957316
7.094670,-2317.148202,81.692507
12.575575,-2317.828633,80.976266
14.136131,-2317.759184,80.772333
16.184968,-2318.131439,80.321543
21.071574,-2318.297934,79.246380
24.286938,-2319.075913,78.240465
27.848983,-2319.339243,77.126093
33.964165,-2320.740338,74.610356
34.485870,-2320.828203,74.395731
35.709676,-2321.028110,73.761968
40.858609,-2321.277825,71.095528
42.941687,-2322.010957,69.772798
46.967785,-2322.654733,67.216271
50.162950,-2323.794485,64.766905
52.711148,-2324.839609,62.813493
56.283681,-2326.127967,59.536353
58.042368,-2327.427596,57.923083
61.222751,-2329.165858,54.441677
62.921799,-2331.118930,52.581814
64.889923,-2333.202949,50.003751
67.307592,-2337.858822,46.836824
67.512069,-2338.264295,46.513457
67.696284,-2338.841818,46.222133
69.144990,-2344.270431,43.931097
69.965003,-2348.811131,42.634299
